DistrictID,DistrictName,ProvinceID,ProvinceName,Region,SubRegion,VSD,Country,GID_2,GID_1,NAME_1,NAME_2,GADM_Latitude,GADM_Longitude,Population,Population_Density,Area,Functional_Profile,Priority_Tier,Zone,Assigned_District_Count,Assigned_NPP_Count,Region_VN,Economic_Type,District_Type,Province_Archetype,District_Archetype,Is Strategic Zone Hub,Est Merchant 2026,Before Discount,After Discount,Logistics Support,Operation Support, Distribution Cost ,Trade Cost,Activation Cost,Visibility Cost,Base Salary & Support,Incentive
527,Huyện Núi Thành,43,Quảng Nam,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.47.11_1,VNM.47_1,Quảng Nam,Núi Thành,15.44715,108.5603705,151381,303.589653,498.6368886,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,2247,0.06,0.036,0.026,0.009,0.0581,0.107,0.087,0.086,0.066,0.038
528,Huyện Tiên Phước,43,Quảng Nam,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.47.18_1,VNM.47_1,Quảng Nam,Tiên Phước,15.4915,108.2984816,67880,166.4357206,407.8451414,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1273,0.045,0.032,0.011,0.01,0.0475,0.106,0.143,0.123,0.059,0.044
535,Huyện Phú Ninh,43,Quảng Nam,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.47.12_1,VNM.47_1,Quảng Nam,Phú Ninh,15.5113,108.4272258,79117,344.8841387,229.4016776,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1120,0.042,0.032,0.01,0.009,0.04,0.114,0.116,0.085,0.057,0.027
537,Huyện Lý Sơn,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.4_1,VNM.48_1,Quảng Ngãi,Lý Sơn,15.37995,109.117755,22052,2413.161898,9.138218209,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,173,0.053,0.03,0.024,0.009,0.054,0.141,0.131,0.094,0.08,0.038
539,Huyện Trà Bồng,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.13_1,VNM.48_1,Quảng Ngãi,Trà Bồng,15.2237,108.5032685,53086,79.46334219,668.0564715,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1393,0.056,0.034,0.026,0.007,0.0086,0.07,0.052,0.053,0.085,0.03
540,Huyện Sơn Tịnh,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.10_1,VNM.48_1,Quảng Ngãi,Sơn Tịnh,15.1987,108.7091066,95318,446.2330958,213.6058506,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1262,0.043,0.025,0.015,0.005,0.0564,0.126,0.103,0.091,0.074,0.029
541,Huyện Sơn Hà,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.9_1,VNM.48_1,Quảng Ngãi,Sơn Hà,14.9712,108.5247551,77947,117.9493716,660.851338,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1731,0.051,0.024,0.012,0.008,0.0485,0.059,0.077,0.15,0.059,0.033
542,Huyện Tư Nghĩa,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.14_1,VNM.48_1,Quảng Ngãi,Tư Nghĩa,15.09245,108.7717816,127956,705.8838445,181.270617,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1445,0.059,0.027,0.029,0.005,0.0783,0.141,0.096,0.086,0.091,0.029
543,Huyện Nghĩa Hành,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.7_1,VNM.48_1,Quảng Ngãi,Nghĩa Hành,14.9668,108.8007318,81799,397.1569823,205.9613796,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1129,0.07,0.034,0.018,0.01,0.0267,0.104,0.12,0.1,0.039,0.024
544,Huyện Minh Long,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.6_1,VNM.48_1,Quảng Ngãi,Minh Long,14.94645,108.6763623,18619,97.55922599,190.8481726,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,448,0.043,0.03,0.02,0.008,0.0594,0.123,0.093,0.077,0.086,0.024
545,Huyện Mộ Đức,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.5_1,VNM.48_1,Quảng Ngãi,Mộ Đức,14.98615,108.8906359,111975,595.4963623,188.0364131,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1340,0.043,0.035,0.014,0.005,0.0088,0.126,0.103,0.089,0.065,0.02
549,Huyện Tây Trà,44,Quảng Ngãi,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.48.12_1,VNM.48_1,Quảng Ngãi,Tây Trà,15.18685,108.392045,20057,67.58177181,296.7812098,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,567,0.063,0.025,0.029,0.007,0.0485,0.109,0.078,0.064,0.036,0.027
594,Huyện Dương Minh Châu,48,Tây Ninh,SE,SE,Nguyễn Thế Anh,Việt Nam,VNM.53.3_1,VNM.53_1,Tây Ninh,Dương Minh Châu,11.3334,106.2475959,125095,306.8376354,407.6911877,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1793,0.058,0.03,0.021,0.007,0.0088,0.145,0.147,0.067,0.035,0.02
595,Huyện Châu Thành,48,Tây Ninh,SE,SE,Nguyễn Thế Anh,Việt Nam,VNM.53.2_1,VNM.53_1,Tây Ninh,Châu Thành,11.31545,105.9745778,147783,271.8188989,543.6818433,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,2220,0.05,0.025,0.015,0.006,0.0729,0.061,0.126,0.081,0.094,0.041
597,Huyện Bến Cầu,48,Tây Ninh,SE,SE,Nguyễn Thế Anh,Việt Nam,VNM.53.1_1,VNM.53_1,Tây Ninh,Bến Cầu,11.12775,106.1413652,73329,329.889654,222.2834185,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1023,0.044,0.021,0.02,0.01,0.0574,0.084,0.078,0.067,0.068,0.038
598,Huyện Gò Dầu,48,Tây Ninh,SE,SE,Nguyễn Thế Anh,Việt Nam,VNM.53.4_1,VNM.53_1,Tây Ninh,Gò Dầu,11.1608,106.2589775,160368,659.0235161,243.3418476,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1750,0.044,0.026,0.018,0.006,0.0784,0.08,0.089,0.065,0.032,0.047
646,Huyện Quảng Điền,52,Thừa Thiên Huế,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.54.9_1,VNM.54_1,Thừa Thiên Huế,Quảng Điền,16.59205,107.5135717,85418,642.1248402,133.023977,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1080,0.042,0.027,0.029,0.01,0.0294,0.051,0.05,0.059,0.05,0.033
648,Huyện Phú Vang,52,Thừa Thiên Huế,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.54.8_1,VNM.54_1,Thừa Thiên Huế,Phú Vang,16.45185,107.7298715,137111,714.1507112,191.9916873,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1664,0.06,0.024,0.01,0.005,0.0644,0.084,0.109,0.068,0.047,0.047
651,Huyện Nam Đông,52,Thừa Thiên Huế,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.54.5_1,VNM.54_1,Thừa Thiên Huế,Nam Đông,16.12115,107.6839728,24338,45.8727676,530.5544286,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,881,0.069,0.032,0.021,0.01,0.0405,0.082,0.126,0.117,0.043,0.039
661,Huyện Tân Phước,53,Tiền Giang,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.58.11_1,VNM.58_1,Tiền Giang,Tân Phước,10.509,106.2106731,67887,215.82488,314.5466825,,Unsuitable,None,0,0,Đồng bằng sông Cửu Long,KTTĐ phía Nam,Huyện,Nông nghiệp hàng hóa - chợ tỉnh/huyện dày,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1113,0.048,0.029,0.026,0.008,0.0837,0.057,0.104,0.097,0.064,0.043
693,Huyện Tam Đảo,57,Vĩnh Phúc,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.62.5_1,VNM.62_1,Vĩnh Phúc,Tam Đảo,21.459,105.5906958,89252,406.2931417,219.6739025,,Unsuitable,None,0,0,Đồng bằng sông Hồng,KTTĐ Bắc Bộ,Huyện,Công nghiệp - đô thị vệ tinh - FDI,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1144,0.05,0.028,0.013,0.006,0.0372,0.133,0.078,0.118,0.08,0.028
720,Huyện Tân Phú Đông,53,Tiền Giang,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.58.10_1,VNM.58_1,Tiền Giang,Tân Phú Đông,10.2472,106.6911201,43724,205.6746328,212.5882001,,Unsuitable,None,0,0,Đồng bằng sông Cửu Long,KTTĐ phía Nam,Huyện,Nông nghiệp hàng hóa - chợ tỉnh/huyện dày,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,730,0.059,0.029,0.03,0.007,0.045,0.101,0.091,0.057,0.035,0.025
724,Huyện Hớn Quản,12,Bình Phước,SE,SE,Tạ Thái Dương,Việt Nam,VNM.10.8_1,VNM.10_1,Bình Phước,Hớn Quản,11.6253,106.6943517,103930,167.2189768,621.5203679,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,2126,0.056,0.022,0.018,0.007,0.0279,0.081,0.066,0.133,0.088,0.02
732,Huyện U Minh Thượng,56,Kiên Giang,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.33.14_1,VNM.33_1,Kiên Giang,U Minh Thượng,9.6236,105.1020791,63742,157.312037,405.1946769,,Unsuitable,None,0,0,Đồng bằng sông Cửu Long,KTTĐ ĐBSCL,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,1216,0.066,0.024,0.015,0.009,0.0455,0.084,0.086,0.122,0.081,0.04
733,Huyện Giang Thành,56,Kiên Giang,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.33.5_1,VNM.33_1,Kiên Giang,Giang Thành,10.4363,104.6871464,29366,75.96757612,386.5596548,,Unsuitable,None,0,0,Đồng bằng sông Cửu Long,KTTĐ ĐBSCL,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,758,0.065,0.035,0.029,0.007,0.044,0.075,0.05,0.084,0.051,0.049
737,Huyện Nông Sơn,43,Quảng Nam,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.47.10_1,VNM.47_1,Quảng Nam,Nông Sơn,15.6527,107.9950083,27339,66.83871925,409.0293815,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,750,0.055,0.033,0.029,0.007,0.0696,0.071,0.112,0.076,0.034,0.047
754,Huyện Côn Đảo,58,Bà Rịa - Vũng Tàu,SE,SE,Nguyễn Thế Anh,Việt Nam,VNM.7.8_1,VNM.7_1,Bà Rịa - Vũng Tàu,Côn Đảo,8.7027,106.6127562,9235,130.7741835,70.61791368,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Công nghiệp - đô thị vệ tinh - FDI,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,186,0.041,0.022,0.027,0.007,0.046,0.149,0.064,0.08,0.093,0.034
756,Huyện Phú Riềng,12,Bình Phước,SE,SE,Tạ Thái Dương,Việt Nam,VNM.10.10_1,VNM.10_1,Bình Phước,Phú Riềng,11.73925,106.9137615,95493,151.4504561,630.5230268,,Unsuitable,None,0,0,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,2031,0.055,0.023,0.013,0.005,0.0828,0.093,0.15,0.051,0.085,0.029
20,Huyện Bình Chánh,1,Hồ Chí Minh,HCM,HCM,Phan Dương Vũ,Việt Nam,VNM.25.1_1,VNM.25_1,Hồ Chí Minh,Bình Chánh,10.75275,106.5154772,769787,3255.066546,236.4888672,,A+ - Hub quốc gia/siêu đô thị,Strategic Hub,1,3,Đông Nam Bộ,KTTĐ phía Nam,Huyện,Mega city / lõi tiêu dùng quốc gia,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,5138,0.047,0.04,0.016,0.007,0.0415,0.132,0.13,0.062,0.038,0.04
32,Huyện Gia Lâm,2,Hà Nội,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.27.10_1,VNM.27_1,Hà Nội,Gia Lâm,21.0234,105.9711822,307331,2813.402214,109.2382022,,A+ - Hub quốc gia/siêu đô thị,Strategic Hub,1,1,Đồng bằng sông Hồng,KTTĐ Bắc Bộ,Huyện,Mega city / lõi tiêu dùng quốc gia,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,2151,0.047,0.036,0.03,0.008,0.09,0.144,0.13,0.099,0.057,0.025
33,Huyện Đông Anh,2,Hà Nội,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.27.9_1,VNM.27_1,Hà Nội,Đông Anh,21.1364,105.8456814,435856,2508.77301,173.7327364,,A+ - Hub quốc gia/siêu đô thị,Strategic Hub,1,2,Đồng bằng sông Hồng,KTTĐ Bắc Bộ,Huyện,Mega city / lõi tiêu dùng quốc gia,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,3142,0.054,0.033,0.016,0.008,0.0729,0.135,0.052,0.07,0.049,0.03
63,Huyện Vĩnh Bảo,27,Hải Phòng,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.23.15_1,VNM.23_1,Hải Phòng,Vĩnh Bảo,20.6841,106.461587,181424,1082.774654,167.5547163,,A - Hub tỉnh/vùng trọng điểm,Strategic Hub,2,1,Đồng bằng sông Hồng,KTTĐ Bắc Bộ,Huyện,Đô thị trung tâm vùng / logistics,Vành đai công nghiệp - công nhân - đô thị hóa,1,1767,0.04,0.029,0.027,0.007,0.0552,0.056,0.131,0.133,0.092,0.033
116,Huyện Vĩnh Thạnh,11,Bình Định,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.8.11_1,VNM.8_1,Bình Định,Vĩnh Thạnh,14.2362,108.7418167,31689,47.2721667,670.35218,,D - Vùng nền/duy trì coverage,Buffer Zone,2,1,Bắc Trung Bộ & Duyên hải miền Trung,KTTĐ miền Trung,Huyện,Tỉnh trung bình - mixed rural/urban,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0,987,0.049,0.036,0.024,0.007,0.0258,0.081,0.062,0.145,0.043,0.043
134,Huyện Pác Nặm,5,Bắc Kạn,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.4.7_1,VNM.4_1,Bắc Kạn,Pác Nặm,22.61145,105.6438063,35480,79.74220301,444.9337824,,D - Vùng nền/duy trì coverage,Strategic Hub,2,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,873,0.053,0.036,0.027,0.005,0.018,0.111,0.144,0.107,0.064,0.034
159,Huyện Ba Tri,9,Bến Tre,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.6.2_1,VNM.6_1,Bến Tre,Ba Tri,10.0707,106.5960464,191104,559.5130558,341.554139,,C - Vùng hỗ trợ phủ hàng,Strategic Hub,3,1,Đồng bằng sông Cửu Long,None,Huyện,Nông nghiệp hàng hóa - chợ tỉnh/huyện dày,Chợ huyện/đô thị sông nước - nông nghiệp hàng hóa,1,2232,0.049,0.038,0.017,0.006,0.0765,0.099,0.067,0.145,0.045,0.049
172,Huyện Bảo Lâm,16,Cao Bằng,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.14.2_1,VNM.14_1,Cao Bằng,Bảo Lâm,22.87655,105.468614,59679,72.88393241,818.8224486,,D - Vùng nền/duy trì coverage,Strategic Hub,2,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,1,1687,0.056,0.034,0.018,0.007,0.0651,0.072,0.128,0.098,0.089,0.039
184,Huyện Trần Văn Thời,14,Cà Mau,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.13.8_1,VNM.13_1,Cà Mau,Trần Văn Thời,9.1223,104.9346676,205227,312.0718835,657.6273316,,C - Vùng hỗ trợ phủ hàng,Strategic Hub,3,2,Đồng bằng sông Cửu Long,KTTĐ ĐBSCL,Huyện,Nông nghiệp hàng hóa - chợ tỉnh/huyện dày,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,2938,0.051,0.02,0.02,0.006,0.0093,0.13,0.13,0.101,0.081,0.028
188,Huyện Ngọc Hiển,14,Cà Mau,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.13.5_1,VNM.13_1,Cà Mau,Ngọc Hiển,8.67695,104.9592595,69427,103.9181984,668.0927988,,D - Vùng nền/duy trì coverage,Buffer Zone,3,1,Đồng bằng sông Cửu Long,KTTĐ ĐBSCL,Huyện,Nông nghiệp hàng hóa - chợ tỉnh/huyện dày,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0.5,1541,0.069,0.03,0.028,0.009,0.0352,0.073,0.099,0.05,0.081,0.032
194,Huyện Ea H'leo,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.5_1,VNM.15_1,Đắk Lắk,Ea H'Leo,13.2323,108.1987929,143261,115.1433295,1244.197129,,D - Vùng nền/duy trì coverage,Strategic Hub,2,1,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,1,3035,0.047,0.023,0.012,0.01,0.0664,0.101,0.078,0.138,0.051,0.049
209,Huyện Đắk Mil,62,Đắk Nông,SE,SE,Tạ Thái Dương,Việt Nam,VNM.16.2_1,VNM.16_1,Đắk Nông,Đắk Mil,12.51975,107.7063813,107363,168.9656571,635.4131475,,D - Vùng nền/duy trì coverage,Strategic Hub,3,1,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,1925,0.063,0.039,0.029,0.007,0.0174,0.096,0.144,0.07,0.051,0.043
271,Huyện Chương Mỹ,2,Hà Nội,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.27.6_1,VNM.27_1,Hà Nội,Chương Mỹ,20.87905,105.6488328,362356,1630.613577,222.2206445,,A+ - Hub quốc gia/siêu đô thị,Strategic Hub,3,3,Đồng bằng sông Hồng,KTTĐ Bắc Bộ,Huyện,Mega city / lõi tiêu dùng quốc gia,Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,2936,0.06,0.036,0.017,0.007,0.0264,0.07,0.118,0.145,0.055,0.048
281,Huyện Hương Sơn,25,Hà Tĩnh,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.29.7_1,VNM.29_1,Hà Tĩnh,Hương Sơn,18.44565,105.2485639,109052,106.8053591,1021.034908,,D - Vùng nền/duy trì coverage,Buffer Zone,3,1,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0.5,2493,0.049,0.024,0.017,0.009,0.0855,0.068,0.131,0.105,0.049,0.022
304,Huyện Mèo Vạc,22,Hà Giang,NO,NO3,Trần Quang Tùng,Việt Nam,VNM.26.6_1,VNM.26_1,Hà Giang,Mèo Vạc,23.15185,105.4378641,92318,171.8442151,537.2191315,,D - Vùng nền/duy trì coverage,Buffer Zone,3,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0.5,1637,0.067,0.02,0.02,0.005,0.0186,0.133,0.061,0.059,0.046,0.044
311,Huyện Bắc Quang,22,Hà Giang,NO,NO3,Trần Quang Tùng,Việt Nam,VNM.26.2_1,VNM.26_1,Hà Giang,Bắc Quang,22.39425,104.9281138,127304,123.0710023,1034.394761,,D - Vùng nền/duy trì coverage,Strategic Hub,3,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,1,2591,0.048,0.037,0.014,0.009,0.0784,0.114,0.148,0.11,0.065,0.026
319,Huyện Lương Sơn,28,Hoà Bình,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.30.8_1,VNM.30_1,Hoà Bình,Lương Sơn,20.78105,105.6034484,96698,296.1292256,326.539874,,C - Vùng hỗ trợ phủ hàng,Strategic Hub,2,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,1498,0.068,0.023,0.024,0.009,0.036,0.077,0.06,0.131,0.053,0.021
342,Huyện Yên Thủy,28,Hoà Bình,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.30.11_1,VNM.30_1,Hoà Bình,Yên Thủy,20.4274,105.6312272,58475,226.1831933,258.5293768,,D - Vùng nền/duy trì coverage,Buffer Zone,3,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,0.5,1005,0.051,0.02,0.012,0.008,0.0729,0.062,0.135,0.065,0.055,0.023
368,Huyện Giồng Riềng,56,Kiên Giang,MK,MK,Nguyễn Thế Anh,Việt Nam,VNM.33.4_1,VNM.33_1,Kiên Giang,Giồng Riềng,9.9316,105.3628569,225814,377.138957,598.7554343,,B - Hub cấp huyện/liên huyện,Strategic Hub,4,2,Đồng bằng sông Cửu Long,KTTĐ ĐBSCL,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Chợ huyện/đô thị sông nước - nông nghiệp hàng hóa,1,3084,0.062,0.02,0.012,0.005,0.05,0.138,0.118,0.12,0.061,0.033
378,Huyện Đắk Tô,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.3_1,VNM.34_1,Kon Tum,Đắk Tô,14.684,107.8099301,53396,100.8386267,529.5193095,,D - Vùng nền/duy trì coverage,Strategic Hub,5,1,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,1100,0.054,0.031,0.024,0.005,0.0246,0.051,0.072,0.134,0.044,0.04
380,Huyện Kon Plông,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.5_1,VNM.34_1,Kon Tum,Kon Plông,14.80405,108.288694,29228,20.47756108,1427.318414,,D - Vùng nền/duy trì coverage,Buffer Zone,2,1,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1214,0.05,0.028,0.011,0.009,0.05,0.074,0.062,0.134,0.062,0.04
388,Huyện Mường Tè,32,Lai Châu,,,Trần Quang Tùng,Việt Nam,VNM.36.2_1,VNM.36_1,Lai Châu,Mường Tè,22.474,102.6513563,49899,19.90073775,2507.394481,,D - Vùng nền/duy trì coverage,Buffer Zone,1,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0.5,2266,0.068,0.035,0.019,0.006,0.0485,0.062,0.117,0.05,0.082,0.027
389,Huyện Than Uyên,32,Lai Châu,,,Trần Quang Tùng,Việt Nam,VNM.36.8_1,VNM.36_1,Lai Châu,Than Uyên,21.8834,103.8018005,73049,98.49488619,741.6527175,,D - Vùng nền/duy trì coverage,Strategic Hub,2,1,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Huyện tiêu dùng nền - phụ thuộc hub tỉnh/liên huyện,1,1623,0.05,0.021,0.029,0.01,0.009,0.15,0.102,0.11,0.09,0.023
